filename,record number 1,record number 2,alcohol,category,country,description,designation,price,rating,cost per point,region,region coordinates ,region latitude,region longitude,subregion,subregion coordinates ,subregion latitude,subregion longitude,title,url,varietal,vintage,winery
winemag 1 to 800,3893,3893,13,Red,France,"Fruity and juicy, this forward, no-wood wine will develop fast. Tannins await behind the attractive red-berry flavors. Drink this wine from Blaye native Anne Venancy from 2020.",,18,85,0.211764706,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château La Grange d'Orléans 2016  Blaye Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-la-grange-dorleans-2016-blaye-cotes-de-bordeaux/,Bordeaux-style Red Blend,2016,Château La Grange d'Orléans
winemag 1 to 800,3894,3894,14,Red,France,"Firm and structured, this mostly Merlot blend has a dry core of tannins. It also shows a bitter edge of extraction that will be hard to soften.",Château Bourdieu N°1,35,85,0.411764706,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Bourdieu 2016 Château Bourdieu N°1  (Blaye Cotes de Bordeaux),https://www.winemag.com/buying-guide/chateau-bourdieu-2016-chateau-bourdieu-n1-blaye-cotes-de-bordeaux/,Bordeaux-style Red Blend,2016,Château Bourdieu
winemag 1 to 800,3927,3927,12.5,Red,France,This smoky wine is hard around the edges. It has concentration but whether the fruit will have a chance amid all this structure is debatable. It seems to have a dry future.,Demoiselles de Chantemerle,22,85,0.258823529,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Les Vignerons d'Alliance Bourg 2016 Demoiselles de Chantemerle  (Blaye Cotes de Bordeaux),https://www.winemag.com/buying-guide/les-vignerons-dalliance-bourg-2016-demoiselles-de-chantemerle-blaye-cotes-de-bordeaux/,Bordeaux-style Red Blend,2016,Les Vignerons d'Alliance Bourg
winemag 1 to 800,3933,3933,13,Red,France,"While this biodynamic wine has a juicy element, it also suffers from highly extracted tannins that give a bitter character and hard edge. These could soften, although the wine will likely remain tough.",Energies,25,85,0.294117647,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Chateau Peybonhomme-les-Tours 2016 Energies  (Blaye Cotes de Bordeaux),https://www.winemag.com/buying-guide/chateau-peybonhomme-les-tours-2016-energies-blaye-cotes-de-bordeaux/,Bordeaux-style Red Blend,2016,Chateau Peybonhomme-les-Tours
winemag 2401 to 3200,318,77738,13.5,Red,France,"This blend of 75% Merlot and 25% Cabernet Sauvignon is light, bright and crisp. It has red fruits and perfumed acidity along with a softly tannic aftertaste. It is not a wine for aging long so drink from 2018.",,14,85,0.164705882,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château la Fleur Bellevue 2014  Blaye Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-la-fleur-bellevue-2014-blaye-cotes-de-bordeaux/,Bordeaux-style Red Blend,2014,Château la Fleur Bellevue
winemag 2401 to 3200,7387,84807,,Red,France,This wine from Bruno Martin's 3.3-acre vineyard is going to be a fresh and fruity. Already it has a fine juicy character and plenty of red fruits. Crisp acidity at the end confirms this bright character.,Tradition,22,85,0.258823529,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Sainte-Luce Bellevue 2014 Tradition  (Blaye Cotes de Bordeaux),https://www.winemag.com/buying-guide/chateau-sainte-luce-bellevue-2014-tradition-blaye-cotes-de-bordeaux/,Bordeaux-style Red Blend,2014,Château Sainte-Luce Bellevue
winemag 2401 to 3200,7391,84811,,Red,France,The wine is juicy with red-fruit flavors. The tannins are firm and concentrated giving a layer of dryness under the fruit. Give this perfumed wine from Luc Schweitzer until 2019.,,17,85,0.2,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Les Clottiers 2014  Blaye Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-les-clottiers-2014-blaye-cotes-de-bordeaux/,Bordeaux-style Red Blend,2014,Château Les Clottiers
winemag 2401 to 3200,7392,84812,,Red,France,"The spicy wood is prominent here. It balances the red-berry fruits and bright acidity. That makes for a perfumed, juicy wine that will finish fresh and crisp.",,15,85,0.176470588,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château du Grand Pierre 2014  Blaye Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-du-grand-pierre-2014-blaye-cotes-de-bordeaux/,Bordeaux-style Red Blend,2014,Château du Grand Pierre
winemag 2401 to 3200,7399,84819,13,Red,France,This Dubois family wine is soft and fruity with attractive blackberry fruits and light tannins. Drink this generous wine from 2018.,Nectar des Bertrands,30,85,0.352941176,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château les Bertrands 2014 Nectar des Bertrands  (Blaye Cotes de Bordeaux),https://www.winemag.com/buying-guide/chateau-les-bertrands-2014-nectar-des-bertrands-blaye-cotes-de-bordeaux/,Bordeaux-style Red Blend,2014,Château les Bertrands
winemag 2401 to 3200,7414,84834,,Red,France,This wine is juicy with wood and spice flavors. It has plenty of acidity to balance the tannins while the fruit will give it an attractive freshness as it develops. Drink from 2018.,Château La Croix Saint-Pierre Grande Réserve,18,85,0.211764706,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Vignobles Carreau Selection 2014 Château La Croix Saint-Pierre Grande Réserve  (Blaye Cotes de Bordeaux),https://www.winemag.com/buying-guide/vignobles-carreau-selection-2014-chateau-la-croix-saint-pierre-grande-reserve-blaye-cotes-de-bordeaux/,Bordeaux-style Red Blend,2014,Vignobles Carreau Selection
winemag 2401 to 3200,7425,84845,,Red,France,"This is a crisp, fresh wine with red-currant fruits and light tannins from the Alliance Bourg co-op. It is juicy and fruity, likely to develop quickly to give a light, bright wine.",Tradition,25,85,0.294117647,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Closerie du Bailli 2014 Tradition  (Blaye Cotes de Bordeaux),https://www.winemag.com/buying-guide/closerie-du-bailli-2014-tradition-blaye-cotes-de-bordeaux/,Bordeaux-style Red Blend,2014,Closerie du Bailli
winemag 2401 to 3200,7431,84851,,Red,France,"This is a dry wine, dense with tannins while also having plenty of rich fruits underneath. Solid and structured, it will become a firm wine with ripe fruit flavors. Drink from 2019.",Château L'Escadre Grande Réserve,19,85,0.223529412,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Vignobles Carreau Selection 2014 Château L'Escadre Grande Réserve  (Blaye Cotes de Bordeaux),https://www.winemag.com/buying-guide/vignobles-carreau-selection-2014-chateau-lescadre-grande-reserve-blaye-cotes-de-bordeaux/,Bordeaux-style Red Blend,2014,Vignobles Carreau Selection
winemag 2401 to 3200,7447,84867,,Red,France,"While the wine is dry at this young stage, it has fine potential. Generous fruits and firm tannins give it richness and a juicy character. Drink the wine from 2018.",,22,85,0.258823529,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Séguin 2014  Blaye Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-seguin-2014-blaye-cotes-de-bordeaux/,Bordeaux-style Red Blend,2014,Château Séguin
winemag 2401 to 3200,7448,84868,14,Red,France,"This is a fresh and juicy organic wine with attractive acidity and just the right balance of tannins. Drink this wine soon, certainly from 2018.",Tradition,22,85,0.258823529,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Roland-La-Garde 2014 Tradition  (Blaye Cotes de Bordeaux),https://www.winemag.com/buying-guide/chateau-roland-la-garde-2014-tradition-blaye-cotes-de-bordeaux/,Bordeaux-style Red Blend,2014,Château Roland-La-Garde
winemag 3201 to 4000,14576,107456,,Red,France,"This lightly oaked wine is already balanced with some attractive dusty tannins and red currant fruit flavors. It is bright with acidity and with a fresh, fruity aftertaste. Drink from 2016. This is a Carreau family estate.",,14,85,0.164705882,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Clairac 2013  Blaye Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-clairac-2013-red-blaye-cotes/,Bordeaux-style Red Blend,2013,Château Clairac
winemag 3201 to 4000,14613,107493,12.5,Red,France,"Flavors of bitter extraction spoil this wine, giving an unnecessarily hard character and masking the fruit. It probably will not soften much. The blend is 79% Merlot, 20% Cabernet Sauvignon and 1% Cabernet Franc. Produced by Alliance Bourg.",,21,85,0.247058824,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Haut Peyrefaure 2012  Blaye Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-haut-peyrefaure-2012-red-blaye-cotes/,Bordeaux-style Red Blend,2012,Haut Peyrefaure
